set_a	set_b	intersection	jaccard
αCD3_αCD2_10min__GOBP_NERVOUS_SYSTEM_PROCESS.txt	αCD3_10min__GOBP_TELOMERE_ORGANIZATION.txt	1	0.043478260869565216
αCD3_αCD2_10min__GOBP_NERVOUS_SYSTEM_PROCESS.txt	αCD3_10min__GOBP_ERBB_SIGNALING_PATHWAY.txt	1	0.041666666666666664
αCD3_αICOS_5min__GOBP_REGULATION_OF_MICROTUBULE_CYTOSKELETON_ORGANIZATION.txt	αCD3_10min__GO_0032869.txt	1	0.05
αCD3_αCD2_10min__GOBP_NERVOUS_SYSTEM_PROCESS.txt	αCD3_αCD2_5min__nan.txt	1	0.04
αCD3_αICOS_5min__GOBP_REGULATION_OF_MICROTUBULE_CYTOSKELETON_ORGANIZATION.txt	αCD3_αCD2_5min__GOBP_POSITIVE_REGULATION_OF_CHROMOSOME_ORGANIZATION.txt	1	0.05
αCD3_αCD2_10min__GOBP_NERVOUS_SYSTEM_PROCESS.txt	αCD3_αCD2_5min__GOBP_REGULATION_OF_CELLULAR_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA_STIMULUS.txt	1	0.04
αCD3_αCD226_5min__nan.txt	αCD3_αICOS_5min__GOBP_TYPE_I_INTERFERON_PRODUCTION.txt	1	0.0625
αCD3_5min__GOBP_REGULATION_OF_PROTEIN_CONTAINING_COMPLEX_ASSEMBLY.txt	αCD3_αCD2_5min__GOBP_REGULATION_OF_CELLULAR_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA_STIMULUS.txt	1	0.041666666666666664
αCD3_αICOS_10min__GOBP_NEGATIVE_REGULATION_OF_CELL_DIFFERENTIATION.txt	αCD3_αICOS_10min__GOBP_VESICLE_ORGANIZATION.txt	1	0.06666666666666667
αCD3_αCD226_10min__GOBP_POSITIVE_REGULATION_OF_CELLULAR_COMPONENT_ORGANIZATION.txt	αCD3_αCD226_5min__nan.txt	1	0.016666666666666666
αCD3_5min__GOBP_RESPONSE_TO_UV.txt	αCD3_αICOS_10min__GO_0051276.txt	1	0.125
αCD3_αICOS_10min__GO_0032869.txt	αCD3_αICOS_10min__GOBP_CALCIUM_ION_TRANSMEMBRANE_TRANSPORT.txt	1	0.125
αCD3_αICOS_5min__nan.txt	αCD3_αICOS_10min__GOBP_NEURAL_PRECURSOR_CELL_PROLIFERATION.txt	1	0.027777777777777776
αCD3_αICOS_5min__nan.txt	αCD3_αCD226_5min__GOBP_CELL_GROWTH.txt	1	0.02
αCD3_αCD226_10min__GOBP_REGULATION_OF_TRANSPORT.txt	αCD3_αCD2_5min__GOBP_POSITIVE_REGULATION_OF_CHROMOSOME_ORGANIZATION.txt	1	0.018518518518518517
αCD3_αCD226_5min__GOBP_GROWTH.txt	αCD3_αICOS_10min__GO_0051276.txt	1	0.030303030303030304
αCD3_αICOS_5min__nan.txt	αCD3_αCD226_10min__GOBP_BIOLOGICAL_PROCESS_INVOLVED_IN_SYMBIOTIC_INTERACTION.txt	1	0.02857142857142857
αCD3_αICOS_10min__GOBP_NEGATIVE_REGULATION_OF_CELL_DIFFERENTIATION.txt	αCD3_αCD2_5min__GOBP_REGULATION_OF_CELLULAR_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA_STIMULUS.txt	1	0.058823529411764705
αCD3_αCD226_5min__GOBP_GROWTH.txt	αCD3_5min__GOBP_REGULATION_OF_PROTEIN_CONTAINING_COMPLEX_ASSEMBLY.txt	1	0.021739130434782608
αCD3_αCD226_5min__GOBP_GROWTH.txt	αCD3_αICOS_5min__GOBP_MICROTUBULE_POLYMERIZATION_OR_DEPOLYMERIZATION.txt	1	0.022727272727272728
αCD3_αICOS_5min__nan.txt	αCD3_αCD2_10min__GO_0031401.txt	1	0.02857142857142857
αCD3_αICOS_5min__nan.txt	αCD3_5min__GOBP_REGULATION_OF_PROTEIN_CONTAINING_COMPLEX_ASSEMBLY.txt	1	0.020833333333333332
αCD3_αCD226_5min__GO_0008380.txt	αCD3_αCD2_10min__GO_0043484.txt	1	0.14285714285714285
αCD3_αICOS_5min__nan.txt	αCD3_10min__GOBP_POSITIVE_REGULATION_OF_LOCOMOTION.txt	1	0.020833333333333332
αCD3_αICOS_10min__GOBP_NEGATIVE_REGULATION_OF_CELL_DIFFERENTIATION.txt	αCD3_αCD226_10min__GO_0097435.txt	1	0.058823529411764705
αCD3_αCD2_5min__GOBP_TRANSFORMING_GROWTH_FACTOR_BETA_RECEPTOR_SIGNALING_PATHWAY.txt	αCD3_αICOS_5min__GO_0051091.txt	1	0.07142857142857142
αCD3_αICOS_10min__GOBP_NEGATIVE_REGULATION_OF_CELL_DIFFERENTIATION.txt	αCD3_αCD2_5min__GOBP_TRANSFORMING_GROWTH_FACTOR_BETA_RECEPTOR_SIGNALING_PATHWAY.txt	1	0.05555555555555555
αCD3_5min__GO_0006397.txt	αCD3_αCD226_5min__GO_0008380.txt	1	0.125
αCD3_αCD226_5min__GOBP_GROWTH.txt	αCD3_αCD2_10min__GOBP_REGULATION_OF_MACROAUTOPHAGY.txt	1	0.02702702702702703
αCD3_αICOS_5min__nan.txt	αCD3_αCD2_5min__GOBP_REGULATION_OF_CELLULAR_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA_STIMULUS.txt	1	0.02564102564102564
αCD3_αICOS_5min__nan.txt	αCD3_αCD2_10min__GOBP_NERVOUS_SYSTEM_PROCESS.txt	1	0.02040816326530612
αCD3_10min__GOBP_POST_TRANSCRIPTIONAL_REGULATION_OF_GENE_EXPRESSION.txt	αCD3_αCD226_10min__GOBP_POSITIVE_REGULATION_OF_ORGANELLE_ORGANIZATION.txt	1	0.017857142857142856
αCD3_αCD226_10min__GOBP_REGULATION_OF_TRANSPORT.txt	αCD3_αICOS_10min__GOBP_NEURAL_PRECURSOR_CELL_PROLIFERATION.txt	1	0.018867924528301886
αCD3_αICOS_5min__nan.txt	αCD3_5min__GOBP_POSITIVE_REGULATION_OF_LOCOMOTION.txt	1	0.02040816326530612
αCD3_αICOS_5min__GO_1902533.txt	αCD3_αCD2_10min__GOBP_REGULATION_OF_MACROAUTOPHAGY.txt	1	0.0625
αCD3_αCD226_5min__GOBP_GROWTH.txt	αCD3_αCD2_5min__GOBP_POSITIVE_REGULATION_OF_CHROMOSOME_ORGANIZATION.txt	1	0.02857142857142857
αCD3_10min__GOBP_POST_TRANSCRIPTIONAL_REGULATION_OF_GENE_EXPRESSION.txt	αCD3_αCD2_10min__GOBP_NERVOUS_SYSTEM_PROCESS.txt	1	0.020833333333333332
αCD3_10min__GOBP_POST_TRANSCRIPTIONAL_REGULATION_OF_GENE_EXPRESSION.txt	αCD3_αICOS_5min__GOBP_REGULATION_OF_MICROTUBULE_BASED_PROCESS.txt	1	0.020833333333333332
αCD3_αICOS_5min__nan.txt	αCD3_αCD226_5min__GOBP_TRANSFORMING_GROWTH_FACTOR_BETA_RECEPTOR_SIGNALING_PATHWAY.txt	1	0.02564102564102564
αCD3_αICOS_5min__nan.txt	αCD3_αCD226_5min__GOBP_REGULATION_OF_GROWTH.txt	1	0.02
αCD3_αICOS_5min__nan.txt	αCD3_αCD226_5min__nan.txt	1	0.022727272727272728
αCD3_αICOS_5min__nan.txt	αCD3_αICOS_10min__nan.txt	1	0.022222222222222223
αCD3_5min__GOBP_POSITIVE_REGULATION_OF_CELLULAR_COMPONENT_ORGANIZATION.txt	αCD3_αCD2_10min__GO_0043484.txt	1	0.021739130434782608
αCD3_10min__GOBP_POST_TRANSCRIPTIONAL_REGULATION_OF_GENE_EXPRESSION.txt	αCD3_αICOS_10min__GO_0032869.txt	1	0.02857142857142857
αCD3_αCD226_10min__GOBP_POSITIVE_REGULATION_OF_ORGANELLE_ORGANIZATION.txt	αCD3_αICOS_5min__GO_1902533.txt	1	0.029411764705882353
αCD3_αCD226_10min__GOBP_REGULATION_OF_TRANSPORT.txt	αCD3_αCD226_5min__GOBP_CYTOSOLIC_TRANSPORT.txt	1	0.018867924528301886
αCD3_αCD226_10min__GOBP_REGULATION_OF_TRANSPORT.txt	αCD3_αICOS_10min__GOBP_CALCIUM_ION_TRANSMEMBRANE_TRANSPORT.txt	1	0.019230769230769232
αCD3_10min__GOBP_POST_TRANSCRIPTIONAL_REGULATION_OF_GENE_EXPRESSION.txt	αCD3_10min__GO_0032869.txt	1	0.027777777777777776
αCD3_αICOS_10min__GOBP_NEGATIVE_REGULATION_OF_CELL_DIFFERENTIATION.txt	αCD3_5min__GO_0006397.txt	1	0.07142857142857142
αCD3_αICOS_10min__GOBP_NEGATIVE_REGULATION_OF_CELL_DIFFERENTIATION.txt	αCD3_5min__GOBP_RESPONSE_TO_UV.txt	1	0.07142857142857142
αCD3_αCD226_10min__GOBP_REGULATION_OF_TRANSPORT.txt	αCD3_5min__GOBP_RESPONSE_TO_UV.txt	1	0.018867924528301886
αCD3_αCD2_5min__GOBP_CYTOPLASMIC_TRANSLATION.txt	αCD3_αICOS_5min__GO_1902533.txt	1	0.05555555555555555
αCD3_αCD226_10min__GOBP_REGULATION_OF_TRANSPORT.txt	αCD3_10min__GOBP_TELOMERE_ORGANIZATION.txt	1	0.018518518518518517
αCD3_αICOS_5min__nan.txt	αCD3_αCD2_5min__GOBP_TRANSFORMING_GROWTH_FACTOR_BETA_RECEPTOR_SIGNALING_PATHWAY.txt	1	0.025
αCD3_αCD2_5min__GOBP_TRANSFORMING_GROWTH_FACTOR_BETA_RECEPTOR_SIGNALING_PATHWAY.txt	αCD3_αCD2_10min__GOBP_REGULATION_OF_MACROAUTOPHAGY.txt	1	0.0625
αCD3_αCD226_10min__GOBP_POSITIVE_REGULATION_OF_ORGANELLE_ORGANIZATION.txt	αCD3_αCD226_5min__nan.txt	1	0.02631578947368421
αCD3_10min__GOBP_POST_TRANSCRIPTIONAL_REGULATION_OF_GENE_EXPRESSION.txt	αCD3_αICOS_5min__GOBP_REGULATION_OF_MICROTUBULE_CYTOSKELETON_ORGANIZATION.txt	1	0.022222222222222223
αCD3_10min__GOBP_POST_TRANSCRIPTIONAL_REGULATION_OF_GENE_EXPRESSION.txt	αCD3_αICOS_5min__GOBP_DEFENSE_RESPONSE_TO_VIRUS.txt	1	0.02631578947368421
αCD3_10min__GOBP_POST_TRANSCRIPTIONAL_REGULATION_OF_GENE_EXPRESSION.txt	αCD3_αCD2_5min__GOBP_REGULATION_OF_CELL_SHAPE.txt	1	0.02631578947368421
αCD3_10min__GOBP_POST_TRANSCRIPTIONAL_REGULATION_OF_GENE_EXPRESSION.txt	αCD3_αCD226_10min__GOBP_BIOLOGICAL_PROCESS_INVOLVED_IN_SYMBIOTIC_INTERACTION.txt	1	0.029411764705882353
αCD3_αCD2_5min__GOBP_TRANSFORMING_GROWTH_FACTOR_BETA_RECEPTOR_SIGNALING_PATHWAY.txt	αCD3_αICOS_5min__GO_1902533.txt	1	0.058823529411764705
αCD3_αCD2_5min__GOBP_REGULATION_OF_CELLULAR_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA_STIMULUS.txt	αCD3_αCD2_5min__GO_0006351.txt	0	0.0
αCD3_αCD2_10min__GOBP_TRANSFORMING_GROWTH_FACTOR_BETA_RECEPTOR_SIGNALING_PATHWAY.txt	αCD3_5min__GO_0006397.txt	0	0.0
αCD3_αCD2_10min__GOBP_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA.txt	αCD3_αCD226_10min__GOBP_BIOLOGICAL_PROCESS_INVOLVED_IN_SYMBIOTIC_INTERACTION.txt	0	0.0
αCD3_αCD2_5min__GOBP_REGULATION_OF_CELLULAR_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA_STIMULUS.txt	αCD3_αCD2_5min__nan.txt	0	0.0
αCD3_αCD2_10min__GOBP_TRANSFORMING_GROWTH_FACTOR_BETA_RECEPTOR_SIGNALING_PATHWAY.txt	αCD3_αCD226_10min__GOBP_DNA_RECOMBINATION.txt	0	0.0
αCD3_αCD2_10min__GOBP_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA.txt	αCD3_10min__GO_0000184.txt	0	0.0
αCD3_αCD2_5min__GOBP_TRANSFORMING_GROWTH_FACTOR_BETA_RECEPTOR_SIGNALING_PATHWAY.txt	αCD3_αCD226_10min__GO_0097435.txt	0	0.0
αCD3_αCD2_10min__GOBP_TRANSFORMING_GROWTH_FACTOR_BETA_RECEPTOR_SIGNALING_PATHWAY.txt	αCD3_10min__GOBP_ERBB_SIGNALING_PATHWAY.txt	0	0.0
αCD3_αCD2_5min__GOBP_REGULATION_OF_CELLULAR_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA_STIMULUS.txt	αCD3_αICOS_5min__GOBP_DEFENSE_RESPONSE_TO_VIRUS.txt	0	0.0
αCD3_αCD2_10min__GOBP_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA.txt	αCD3_αICOS_10min__GO_0032869.txt	0	0.0
αCD3_αCD2_5min__GOBP_REGULATION_OF_CELLULAR_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA_STIMULUS.txt	αCD3_10min__GOBP_ERBB_SIGNALING_PATHWAY.txt	0	0.0
αCD3_αCD2_10min__GOBP_TRANSFORMING_GROWTH_FACTOR_BETA_RECEPTOR_SIGNALING_PATHWAY.txt	αCD3_αCD226_5min__GOBP_CYTOSOLIC_TRANSPORT.txt	0	0.0
αCD3_αCD2_5min__GOBP_REGULATION_OF_CELLULAR_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA_STIMULUS.txt	αCD3_αCD226_10min__GOBP_DNA_RECOMBINATION.txt	0	0.0
αCD3_αCD2_10min__GOBP_TRANSFORMING_GROWTH_FACTOR_BETA_RECEPTOR_SIGNALING_PATHWAY.txt	αCD3_10min__nan.txt	0	0.0
αCD3_αCD2_5min__GOBP_REGULATION_OF_CELLULAR_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA_STIMULUS.txt	αCD3_αCD2_10min__nan.txt	0	0.0
αCD3_αCD2_5min__GOBP_REGULATION_OF_CELLULAR_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA_STIMULUS.txt	αCD3_αCD2_5min__GO_0000184.txt	0	0.0
αCD3_αCD2_5min__GOBP_TRANSFORMING_GROWTH_FACTOR_BETA_RECEPTOR_SIGNALING_PATHWAY.txt	αCD3_αCD2_5min__GOBP_REGULATION_OF_CELL_SHAPE.txt	0	0.0
αCD3_αCD2_10min__GOBP_TRANSFORMING_GROWTH_FACTOR_BETA_RECEPTOR_SIGNALING_PATHWAY.txt	αCD3_αICOS_5min__GOBP_DEFENSE_RESPONSE_TO_VIRUS.txt	0	0.0
αCD3_αCD2_10min__GOBP_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA.txt	αCD3_αICOS_5min__GOBP_TYPE_I_INTERFERON_PRODUCTION.txt	0	0.0
αCD3_αCD2_5min__GOBP_REGULATION_OF_CELLULAR_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA_STIMULUS.txt	αCD3_10min__GOBP_TELOMERE_ORGANIZATION.txt	0	0.0
αCD3_αCD2_5min__GOBP_REGULATION_OF_CELLULAR_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA_STIMULUS.txt	αCD3_10min__GO_0032869.txt	0	0.0
αCD3_αCD226_10min__GOBP_REGULATION_OF_TRANSPORT.txt	αCD3_αICOS_5min__GO_1902533.txt	0	0.0
αCD3_αCD2_10min__GOBP_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA.txt	αCD3_10min__nan.txt	0	0.0
αCD3_αCD2_5min__GOBP_REGULATION_OF_CELLULAR_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA_STIMULUS.txt	αCD3_5min__GO_0034250.txt	0	0.0
αCD3_αCD2_5min__GOBP_REGULATION_OF_CELLULAR_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA_STIMULUS.txt	αCD3_αCD2_5min__GOBP_REGULATION_OF_CELL_SHAPE.txt	0	0.0
αCD3_αCD2_10min__GOBP_TRANSFORMING_GROWTH_FACTOR_BETA_RECEPTOR_SIGNALING_PATHWAY.txt	αCD3_αICOS_5min__GOBP_TYPE_I_INTERFERON_PRODUCTION.txt	0	0.0
αCD3_αCD2_10min__GOBP_TRANSFORMING_GROWTH_FACTOR_BETA_RECEPTOR_SIGNALING_PATHWAY.txt	αCD3_αCD2_10min__GOBP_RETROGRADE_TRANSPORT_ENDOSOME_TO_GOLGI.txt	0	0.0
αCD3_αCD226_10min__GOBP_REGULATION_OF_TRANSPORT.txt	αCD3_αCD2_5min__GOBP_TRANSFORMING_GROWTH_FACTOR_BETA_RECEPTOR_SIGNALING_PATHWAY.txt	0	0.0
αCD3_αCD2_10min__GOBP_TRANSFORMING_GROWTH_FACTOR_BETA_RECEPTOR_SIGNALING_PATHWAY.txt	αCD3_αCD2_5min__GOBP_POSITIVE_REGULATION_OF_CHROMOSOME_ORGANIZATION.txt	0	0.0
αCD3_αCD2_5min__GOBP_REGULATION_OF_CELLULAR_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA_STIMULUS.txt	αCD3_αCD2_5min__GOBP_POSITIVE_REGULATION_OF_CHROMOSOME_ORGANIZATION.txt	0	0.0
αCD3_αCD2_10min__GOBP_TRANSFORMING_GROWTH_FACTOR_BETA_RECEPTOR_SIGNALING_PATHWAY.txt	αCD3_5min__nan.txt	0	0.0
αCD3_αCD2_10min__GOBP_TRANSFORMING_GROWTH_FACTOR_BETA_RECEPTOR_SIGNALING_PATHWAY.txt	αCD3_αICOS_10min__GOBP_NEURAL_PRECURSOR_CELL_PROLIFERATION.txt	0	0.0
αCD3_αCD2_10min__GOBP_TRANSFORMING_GROWTH_FACTOR_BETA_RECEPTOR_SIGNALING_PATHWAY.txt	αCD3_5min__GO_0034250.txt	0	0.0
αCD3_αCD2_10min__GOBP_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA.txt	αCD3_αCD2_10min__GO_0043484.txt	0	0.0
αCD3_αCD2_10min__GOBP_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA.txt	αCD3_αICOS_10min__GOBP_CALCIUM_ION_TRANSMEMBRANE_TRANSPORT.txt	0	0.0
αCD3_αCD2_10min__GOBP_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA.txt	αCD3_αCD2_10min__GO_0031401.txt	0	0.0
αCD3_αCD226_10min__GOBP_REGULATION_OF_TRANSPORT.txt	αCD3_10min__GO_0032869.txt	0	0.0
αCD3_αCD2_10min__GOBP_TRANSFORMING_GROWTH_FACTOR_BETA_RECEPTOR_SIGNALING_PATHWAY.txt	αCD3_10min__GO_0032869.txt	0	0.0
αCD3_αCD2_10min__GOBP_TRANSFORMING_GROWTH_FACTOR_BETA_RECEPTOR_SIGNALING_PATHWAY.txt	αCD3_αICOS_10min__GO_0032869.txt	0	0.0
αCD3_αCD2_10min__GOBP_TRANSFORMING_GROWTH_FACTOR_BETA_RECEPTOR_SIGNALING_PATHWAY.txt	αCD3_10min__GOBP_TELOMERE_ORGANIZATION.txt	0	0.0
αCD3_αCD2_10min__GOBP_TRANSFORMING_GROWTH_FACTOR_BETA_RECEPTOR_SIGNALING_PATHWAY.txt	αCD3_10min__GO_0000184.txt	0	0.0
αCD3_αCD2_10min__GOBP_TRANSFORMING_GROWTH_FACTOR_BETA_RECEPTOR_SIGNALING_PATHWAY.txt	αCD3_αCD226_10min__GOBP_BIOLOGICAL_PROCESS_INVOLVED_IN_SYMBIOTIC_INTERACTION.txt	0	0.0
αCD3_αCD2_10min__GOBP_TRANSFORMING_GROWTH_FACTOR_BETA_RECEPTOR_SIGNALING_PATHWAY.txt	αCD3_αCD2_5min__GO_0000184.txt	0	0.0
αCD3_αCD2_10min__GOBP_TRANSFORMING_GROWTH_FACTOR_BETA_RECEPTOR_SIGNALING_PATHWAY.txt	αCD3_αCD226_5min__GO_0008380.txt	0	0.0
αCD3_αCD2_10min__GOBP_TRANSFORMING_GROWTH_FACTOR_BETA_RECEPTOR_SIGNALING_PATHWAY.txt	αCD3_αICOS_5min__GO_0051091.txt	0	0.0
αCD3_αCD2_10min__GOBP_TRANSFORMING_GROWTH_FACTOR_BETA_RECEPTOR_SIGNALING_PATHWAY.txt	αCD3_αCD2_10min__GO_0031401.txt	0	0.0
αCD3_αCD226_10min__GOBP_REGULATION_OF_TRANSPORT.txt	αCD3_5min__GO_0034250.txt	0	0.0
αCD3_αCD2_10min__GOBP_TRANSFORMING_GROWTH_FACTOR_BETA_RECEPTOR_SIGNALING_PATHWAY.txt	αCD3_αCD2_10min__GO_0043484.txt	0	0.0
αCD3_αCD2_10min__GOBP_TRANSFORMING_GROWTH_FACTOR_BETA_RECEPTOR_SIGNALING_PATHWAY.txt	αCD3_αICOS_10min__GOBP_VESICLE_ORGANIZATION.txt	0	0.0
αCD3_αCD2_10min__GOBP_TRANSFORMING_GROWTH_FACTOR_BETA_RECEPTOR_SIGNALING_PATHWAY.txt	αCD3_αICOS_10min__GOBP_CALCIUM_ION_TRANSMEMBRANE_TRANSPORT.txt	0	0.0
αCD3_αCD2_10min__GOBP_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA.txt	αCD3_αCD226_5min__GO_0008380.txt	0	0.0
αCD3_αCD2_10min__GOBP_TRANSFORMING_GROWTH_FACTOR_BETA_RECEPTOR_SIGNALING_PATHWAY.txt	αCD3_αCD2_10min__nan.txt	0	0.0
αCD3_αCD2_5min__GOBP_REGULATION_OF_CELLULAR_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA_STIMULUS.txt	αCD3_5min__GO_0006397.txt	0	0.0
αCD3_αCD2_5min__GOBP_REGULATION_OF_CELLULAR_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA_STIMULUS.txt	αCD3_αICOS_10min__GOBP_VESICLE_ORGANIZATION.txt	0	0.0
αCD3_αCD2_5min__GOBP_REGULATION_OF_CELL_SHAPE.txt	αCD3_αCD226_5min__GOBP_CYTOSOLIC_TRANSPORT.txt	0	0.0
αCD3_αCD2_10min__GOBP_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA.txt	αCD3_αCD2_5min__GO_0006351.txt	0	0.0
αCD3_αCD2_5min__GOBP_REGULATION_OF_CELL_SHAPE.txt	αCD3_αICOS_10min__GO_0051276.txt	0	0.0
αCD3_αCD2_10min__GOBP_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA.txt	αCD3_αCD2_5min__nan.txt	0	0.0
αCD3_αCD2_5min__GOBP_REGULATION_OF_CELL_SHAPE.txt	αCD3_αICOS_10min__GOBP_CALCIUM_ION_TRANSMEMBRANE_TRANSPORT.txt	0	0.0
αCD3_αCD2_5min__GOBP_REGULATION_OF_CELL_SHAPE.txt	αCD3_αCD2_10min__GO_0043484.txt	0	0.0
αCD3_αCD2_10min__GOBP_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA.txt	αCD3_αICOS_5min__GOBP_DEFENSE_RESPONSE_TO_VIRUS.txt	0	0.0
αCD3_αCD2_5min__GOBP_REGULATION_OF_CELL_SHAPE.txt	αCD3_αCD2_10min__GO_0031401.txt	0	0.0
αCD3_αCD2_10min__GOBP_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA.txt	αCD3_10min__GOBP_ERBB_SIGNALING_PATHWAY.txt	0	0.0
αCD3_αCD2_10min__GOBP_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA.txt	αCD3_αCD226_10min__GOBP_DNA_RECOMBINATION.txt	0	0.0
αCD3_αCD2_10min__GOBP_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA.txt	αCD3_αCD2_10min__nan.txt	0	0.0
αCD3_αCD2_5min__GOBP_REGULATION_OF_CELL_SHAPE.txt	αCD3_αCD226_5min__GO_0008380.txt	0	0.0
αCD3_αCD2_5min__GOBP_REGULATION_OF_CELL_SHAPE.txt	αCD3_αCD226_10min__GOBP_BIOLOGICAL_PROCESS_INVOLVED_IN_SYMBIOTIC_INTERACTION.txt	0	0.0
αCD3_αCD2_10min__GOBP_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA.txt	αCD3_αCD2_5min__GO_0000184.txt	0	0.0
αCD3_αCD2_5min__GOBP_REGULATION_OF_CELL_SHAPE.txt	αCD3_10min__GO_0000184.txt	0	0.0
αCD3_αCD2_10min__GOBP_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA.txt	αCD3_10min__GOBP_TELOMERE_ORGANIZATION.txt	0	0.0
αCD3_αCD2_5min__GOBP_REGULATION_OF_CELL_SHAPE.txt	αCD3_αICOS_10min__GOBP_NEURAL_PRECURSOR_CELL_PROLIFERATION.txt	0	0.0
αCD3_αCD2_10min__GOBP_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA.txt	αCD3_10min__GO_0032869.txt	0	0.0
αCD3_αCD2_5min__GOBP_REGULATION_OF_CELL_SHAPE.txt	αCD3_αICOS_5min__GOBP_TYPE_I_INTERFERON_PRODUCTION.txt	0	0.0
αCD3_αCD2_10min__GOBP_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA.txt	αCD3_αCD2_5min__GOBP_REGULATION_OF_CELL_SHAPE.txt	0	0.0
αCD3_αCD2_5min__GOBP_REGULATION_OF_CELL_SHAPE.txt	αCD3_10min__nan.txt	0	0.0
αCD3_αCD2_5min__GO_0006351.txt	αCD3_5min__GO_0034250.txt	0	0.0
αCD3_αCD2_10min__GOBP_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA.txt	αCD3_αICOS_5min__GO_1902533.txt	0	0.0
αCD3_αCD2_5min__GO_0006351.txt	αCD3_5min__GO_0006397.txt	0	0.0
αCD3_αCD2_10min__GOBP_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA.txt	αCD3_αCD226_10min__GO_0097435.txt	0	0.0
αCD3_αCD226_10min__GOBP_REGULATION_OF_TRANSPORT.txt	αCD3_5min__GO_0006397.txt	0	0.0
αCD3_αCD2_10min__GOBP_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA.txt	αCD3_αCD2_10min__GOBP_REGULATION_OF_MACROAUTOPHAGY.txt	0	0.0
αCD3_αCD2_5min__GO_0006351.txt	αCD3_αICOS_10min__GOBP_VESICLE_ORGANIZATION.txt	0	0.0
αCD3_αCD2_5min__GO_0006351.txt	αCD3_αCD2_5min__GOBP_POSITIVE_REGULATION_OF_CHROMOSOME_ORGANIZATION.txt	0	0.0
αCD3_αCD2_5min__GO_0006351.txt	αCD3_10min__GO_0032869.txt	0	0.0
αCD3_αCD226_10min__GOBP_REGULATION_OF_TRANSPORT.txt	αCD3_αICOS_5min__GO_0051091.txt	0	0.0
αCD3_αCD2_5min__GO_0006351.txt	αCD3_10min__GOBP_TELOMERE_ORGANIZATION.txt	0	0.0
αCD3_αCD2_5min__GO_0006351.txt	αCD3_αCD2_5min__GO_0000184.txt	0	0.0
αCD3_αCD2_5min__GO_0006351.txt	αCD3_αCD2_10min__nan.txt	0	0.0
αCD3_αCD2_5min__GO_0006351.txt	αCD3_αCD226_10min__GOBP_DNA_RECOMBINATION.txt	0	0.0
αCD3_αCD2_5min__GO_0006351.txt	αCD3_10min__GOBP_ERBB_SIGNALING_PATHWAY.txt	0	0.0
αCD3_αCD2_5min__GO_0006351.txt	αCD3_αICOS_5min__GOBP_DEFENSE_RESPONSE_TO_VIRUS.txt	0	0.0
αCD3_αCD2_5min__GO_0006351.txt	αCD3_αCD2_5min__nan.txt	0	0.0
